population	pop	plant	seed	flower	measdate	Shootthickness	Stemthickness	GAD	ASD	Adepth	Awidth	GSDR	GSDC	GSDL	nMalesR	nMalesC	nMalesL	GWTot	GHR	GHL	GNR	GNL	SWR	SWC	SWL	SLR	Srrs	SLC	Scrs	SLL	Slrs	UBR	UBC	UBL	UBW	LBR	LBC	LBL	LBW																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	9	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	9	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	9	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	9	4	1	09.12.2008	NA	NA	5.56	6.11	0.81	2	3.52	4.24	3.89	3	3	3	6.3	3.18	3.4	10	11	0.9	1.11	1	3.56	2.29	3.86	1.97	3.97	2.68	18.14	19.77	18.79	20.22	18.13	21.46	18.51	18.55																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	13	3	1	17.12.2008	NA	NA	6.18	3.78	0.96	1.99	5.82	6.44	6.38	3	3	3	6.95	3.66	3.88	12	12	1.03	1.23	1.21	8.84	3.03	8.66	3.44	8.79	3.84	22.1	23.16	21.89	22.06	21.79	24.49	21.04	21.74																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	13	3	2	24.03.2009	NA	NA	6.45	4.65	0.87	1.99	6.25	5.43	5.87	3	3	3	7.2	3.71	3.93	11	12	1.2	1.28	1.16	8.35	3.76	7.92	3.66	8.49	3.5	21.72	22.98	22.05	23.07	22.67	24.36	22.13	24.32																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	13	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	13	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	16	3	1	24.11.2008	NA	NA	5.59	2.32	1.05	2.39	3.9	5.05	3.27	3	3	3	6.53	3.74	3.33	11	10	1.64	1.9	1.66	6.78	4.15	6.86	4.44	6.96	4.09	19	20.65	19.59	20.97	19.91	22.59	19.98	23.03																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	16	3	2	16.12.2008	NA	NA	6.43	3.21	0.7	2.2	5.39	5	4.85	3	3	3	6.23	3.52	3.72	9	10	1.5	1.57	1.53	7.24	3.43	6.51	3.19	7.04	3.57	20.3	22.22	20.4	21.46	22.05	24.83	21.97	23.73																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	16	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	16	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	17	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	17	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	17	4	1	17.12.2008	NA	NA	6.81	3.31	1.01	2.01	7.11	8.5	6.87	3	3	3	7.42	3.67	3.63	10	10	1.18	1.22	1.19	9.9	4.07	10.16	4.18	10.31	4.73	25.65	28.41	26.59	27.3	26.05	30.48	26.57	29.97																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	17	4	2	12.12.2008	NA	NA	7.14	5.81	0.92	2.1	5.07	5.57	4.52	3	3	3	6.61	3.23	3.18	10	9	0.89	1.2	1.05	5.81	2.92	5.23	2.15	5.75	2.42	23.81	25.74	24.03	25.14	24.26	28.66	24.16	26.62																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	18	1	1	21.10.2008	NA	NA	5.86	2.71	1.07	2.42	4.97	6.23	5.47	3	3	3	7.43	3.13	3.28	12	13	1.2	1.34	1.19	7.85	3.06	7.52	3.25	7.76	3.4	18.27	19.52	18.64	21.47	19.92	22.61	19.94	20.03																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	18	1	2	12.12.2008	NA	NA	6.58	2.8	0.84	2.01	4.48	5.39	4.57	2	2	3	7.26	3.4	3.6	12	12	1.09	1.13	1.15	7.28	3.46	7.71	3.2	7.32	3.4	19.32	21.34	20.01	19.68	18.61	21.62	18.49	18.73																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	18	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	18	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	21	3	1	17.12.2008	NA	NA	7.56	3.82	0.97	2.45	6.77	6.4	6.12	3	3	3	6.77	3.04	3.4	11	11	1.15	1.27	1.28	8.41	3.79	8.39	3.39	8.63	3.23	22.22	24.39	22.65	22.46	21.58	24.87	21.11	21.25																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	21	3	2	14.01.2009	NA	NA	6.24	4.62	1.09	2.17	7.16	7.31	6.42	3	3	3	6.87	3.17	3.24	8	9	1.24	1.32	1.26	9.15	3.76	9.07	3.49	9.17	4.33	23.55	25.64	22.76	23.87	25.04	28.48	24.68	24.22																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	21	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	21	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	22	2	1	30.10.2008	NA	NA	8.69	2.48	1.22	2.66	7.15	6.92	6.3	3	3	2	8.53	3.84	3.96	10	11	1.85	1.71	2	10.83	3.97	10.91	4.15	11.08	4.65	24.08	25.88	23.85	24.58	23.63	26.72	23.78	25.83																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	22	2	2	25.11.2008	NA	NA	8.68	2.34	1.08	2.26	5.91	6.97	6.9	3	3	3	6.98	3.76	3.67	8	9	1.61	1.53	1.54	10.65	4.93	10.75	4.78	10.35	4.64	23.47	25.56	23.63	23.85	22.49	26.4	23.14	24																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	23	3	2	23.03.2009	NA	NA	5.78	3.11	0.84	2	5.04	5.07	4.65	3	3	3	6.69	3.57	3.69	12	13	1.17	1.13	1.13	7.89	2.81	7.65	2.68	8.24	3.23	21.08	22.07	21.01	21.44	18.08	21	19.81	21.34																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	23	3	1	16.02.2009	NA	NA	7.23	3.61	0.86	2.15	5.66	5.39	4.84	3	2	1	7.23	3.29	3	9	12	1.23	1.16	1.06	8.75	3.28	8.7	3.36	8.42	3.83	21.55	23.05	19.88	21.8	20.71	23.69	21.07	20.88																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	23	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	23	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	24	4	2	17.12.2008	NA	NA	5.42	4.5	0.93	1.95	4.98	5.44	4.36	3	3	3	6.65	3.22	2.81	11	13	1.08	1.15	1.1	6.36	2.99	6.02	3.49	6.24	2.64	19.18	22.2	18.57	17.59	19.17	22.74	19.17	18.14																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	24	4	1	16.12.2008	NA	NA	5.67	3.78	1.2	2.38	4.43	6.15	5.92	3	3	3	7.7	3.27	3.52	10	15	1.28	1.25	1.29	7.5	3.7	7.34	3.21	7.35	3.08	25.29	26.8	23.56	23.85	25	28.25	24.11	24.38																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	25	3	2	24.03.2009	NA	NA	6.78	3.69	0.98	2.19	4.7	5.81	5.54	3	3	3	8.43	3.03	4.07	12	14	1.57	1.58	1.67	9.44	4	9.21	4.84	8.74	4.56	24.18	27.64	24.35	27.57	25.41	30.56	25.74	28.14																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	25	3	1	24.03.2009	NA	NA	6.37	2.97	1.15	2.47	5.16	5.01	5.23	3	3	3	7.85	3.56	3.61	11	12	1.64	1.64	1.67	8.37	4.06	8.45	3.95	8.23	4.43	21.44	23.3	21	25.6	22.61	27.14	23.33	26.33																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	26	4	1	22.06.2009	NA	NA	6.21	2.22	1.39	2.12	5.62	6.42	5.28	3	3	3	8.95	4.18	4.8	16	15	1.44	1.75	1.69	9.52	5.02	8.89	4.85	8.75	4.45	20.18	21.94	20.78	24.43	20.7	23.41	19.94	24.06																																																																																																																																																																																																																							
CC	Ciudad_del_Carmen	26	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
